TimeStamp,ECG,PPG,
20:55:39,-3,-3583,0
20:55:39,-4,-3567,0
20:55:39,-5,-3590,0
20:55:39,-3,-3500,0
20:55:39,1,-3202,0
20:55:39,2,-3215,0
20:55:39,9,-3260,0
20:55:39,31,-3330,0
20:55:39,30,-3336,0
20:55:39,-22,-3356,0
20:55:39,-72,-3350,0
20:55:39,-67,-3238,0
20:55:39,-37,-3303,0
20:55:39,-22,-3254,0
20:55:39,-13,-3254,0
20:55:39,-1,-3300,0
20:55:39,4,-3272,0
20:55:39,4,-3261,0
20:55:39,7,-3230,0
20:55:39,8,-3293,0
20:55:39,9,-3378,0
20:55:39,12,-3348,0
20:55:39,12,-3500,0
20:55:39,11,-3510,0
20:55:39,13,-3323,0
20:55:39,13,-3374,0
20:55:39,10,-3330,0
20:55:39,11,-3351,0
20:55:40,15,-3370,0
20:55:40,17,-3373,0
20:55:40,18,-3360,0
20:55:40,18,-3314,0
20:55:40,18,-3405,0
20:55:40,21,-3358,0
20:55:40,23,-3360,0
20:55:40,20,-3389,0
20:55:40,19,-3323,0
20:55:40,25,-3400,0
20:55:40,31,-3329,0
20:55:40,32,-3272,0
20:55:40,28,-3288,0
20:55:40,25,-3336,0
20:55:40,29,-3369,0
20:55:40,33,-3315,0
20:55:40,30,-3361,0
20:55:40,25,-3415,0
20:55:40,22,-3347,0
20:55:40,17,-3409,0
20:55:40,12,-3440,0
20:55:40,8,-3367,0
20:55:40,1,-3423,0
20:55:40,-5,-3383,0
20:55:40,-4,-3383,0
20:55:40,-1,-3362,0
20:55:40,-3,-3358,0
20:55:40,-3,-3260,0
20:55:40,-2,-3216,0
20:55:40,-3,-3339,0
20:55:40,-3,-3402,0
20:55:40,-2,-3425,0
20:55:40,-1,-3341,0
20:55:40,-2,-3344,0
20:55:40,-2,-3327,0
20:55:40,-1,-3276,0
20:55:40,-1,-3333,0
20:55:40,-3,-3310,0
20:55:40,-4,-3237,0
20:55:40,-3,-3351,0
20:55:40,-3,-3326,0
20:55:40,-4,-3328,0
20:55:40,-2,-3300,0
20:55:40,-2,-3314,0
20:55:40,-4,-3350,0
20:55:40,-4,-3378,0
20:55:40,-2,-3388,0
20:55:40,-6,-3248,0
20:55:40,-12,-3140,0
20:55:40,-8,-3196,0
20:55:40,-1,-3161,0
20:55:40,0,-3164,0
20:55:40,-1,-3263,0
20:55:40,-4,-3317,0
20:55:40,-5,-3291,0
20:55:40,7,-3234,0
20:55:40,21,-3255,0
20:55:40,17,-3308,0
20:55:40,5,-3364,0
20:55:40,3,-3373,0
20:55:40,6,-3334,0
20:55:40,4,-3356,0
20:55:40,4,-3390,0
20:55:40,5,-3371,0
20:55:40,4,-3397,0
20:55:40,2,-3340,0
20:55:40,2,-3343,0
20:55:40,1,-3416,0
20:55:40,0,-3396,0
20:55:40,-3,-3428,0
20:55:40,-7,-3344,0
20:55:40,-7,-3387,0
20:55:40,-3,-3329,0
20:55:40,-6,-3176,0
20:55:40,-10,-3235,0
20:55:40,-7,-3199,0
20:55:40,-2,-3265,0
20:55:40,-2,-3303,0
20:55:40,-3,-3241,0
20:55:40,-2,-3308,0
20:55:40,-3,-3281,0
20:55:40,-3,-3326,0
20:55:40,-2,-3348,0
20:55:40,-4,-3338,0
20:55:40,-5,-3367,0
20:55:40,-3,-3347,0
20:55:40,-3,-3303,0
20:55:40,-3,-3335,0
20:55:40,-3,-3451,0
20:55:40,-4,-3701,0
20:55:40,-4,-3642,0
20:55:40,-1,-3675,0
20:55:40,-2,-3660,0
20:55:40,-6,-3585,0
20:55:40,-3,-3676,0
20:55:40,1,-3646,0
20:55:40,-1,-3701,0
20:55:40,-1,-3733,0
20:55:40,-2,-3670,0
20:55:40,-10,-3720,0
20:55:40,-12,-3709,0
20:55:40,-3,-3720,0
20:55:40,0,-3773,0
20:55:40,-6,-3691,0
20:55:40,-1,-3715,0
20:55:40,7,-3706,0
20:55:40,7,-3719,0
20:55:40,19,-3714,0
20:55:40,38,-3695,0
20:55:40,16,-3728,0
20:55:40,-47,-3685,0
20:55:40,-81,-3711,0
20:55:40,-62,-3765,0
20:55:40,-35,-3722,0
20:55:40,-23,-3763,0
20:55:40,-15,-3695,0
20:55:40,-4,-3729,0
20:55:40,2,-3785,0
20:55:40,3,-3715,0
20:55:40,5,-3740,0
20:55:40,6,-3624,0
20:55:40,6,-3694,0
20:55:40,7,-3759,0
20:55:40,8,-3730,0
20:55:40,7,-3693,0
20:55:41,5,-3614,0
20:55:41,8,-3676,0
20:55:41,13,-3685,0
20:55:41,13,-3635,0
20:55:41,12,-3725,0
20:55:41,14,-3729,0
20:55:41,15,-3750,0
20:55:41,12,-3631,0
20:55:41,13,-3697,0
20:55:41,19,-3691,0
20:55:41,22,-3626,0
20:55:41,20,-3615,0
20:55:41,19,-3738,0
20:55:41,20,-3696,0
20:55:41,22,-3693,0
20:55:41,25,-3674,0
20:55:41,28,-3663,0
20:55:41,27,-3719,0
20:55:41,26,-3743,0
20:55:41,26,-3651,0
20:55:41,25,-3635,0
20:55:41,22,-3662,0
20:55:41,17,-3739,0
20:55:41,11,-3631,0
20:55:41,6,-3698,0
20:55:41,2,-3678,0
20:55:41,0,-3645,0
20:55:41,1,-3631,0
20:55:41,1,-3551,0
20:55:41,-2,-3625,0
20:55:41,-4,-3585,0
20:55:41,-4,-3584,0
20:55:41,-4,-3590,0
20:55:41,-5,-3673,0
20:55:41,-4,-3764,0
20:55:41,-4,-3771,0
20:55:41,-5,-3643,0
20:55:41,-4,-3630,0
20:55:41,-3,-3565,0
20:55:41,-5,-3581,0
20:55:41,-3,-3600,0
20:55:41,-1,-3611,0
20:55:41,-7,-3576,0
20:55:41,-21,-3566,0
20:55:41,-28,-3624,0
20:55:41,-25,-3616,0
20:55:41,-18,-3651,0
20:55:41,-17,-3587,0
20:55:41,-17,-3586,0
20:55:41,-13,-3593,0
20:55:41,-13,-3505,0
20:55:41,-20,-3538,0
20:55:41,-20,-3516,0
20:55:41,-11,-3533,0
20:55:41,-7,-3540,0
20:55:41,-11,-3488,0
20:55:41,-11,-3514,0
20:55:41,-9,-3573,0
20:55:41,-12,-3578,0
20:55:41,-12,-3516,0
20:55:41,-6,-3499,0
20:55:41,-8,-3506,0
20:55:41,-12,-3501,0
20:55:41,-12,-3448,0
20:55:41,-9,-3545,0
20:55:41,-10,-3564,0
20:55:41,-8,-3588,0
20:55:41,-3,-3521,0
20:55:41,-3,-3531,0
20:55:41,-5,-3510,0
20:55:41,-4,-3478,0
20:55:41,-3,-3493,0
20:55:41,-4,-3499,0
20:55:41,-6,-3497,0
20:55:41,-8,-3663,0
20:55:41,-8,-3493,0
20:55:41,-8,-3102,0
20:55:41,-9,-3061,0
20:55:41,-8,-3068,0
20:55:41,-3,-3123,0
20:55:41,-1,-3188,0
20:55:41,-4,-3208,0
20:55:41,-4,-3136,0
20:55:41,-2,-3102,0
20:55:41,-2,-3161,0
20:55:41,-3,-3138,0
20:55:41,-2,-3143,0
20:55:41,-2,-3141,0
20:55:41,-2,-3143,0
20:55:41,-2,-3168,0
20:55:41,-2,-3124,0
20:55:41,-2,-3194,0
20:55:41,-1,-3165,0
20:55:41,-2,-3124,0
20:55:41,-2,-3164,0
20:55:41,-1,-3080,0
20:55:41,-1,-3128,0
20:55:41,-1,-3153,0
20:55:41,1,-3177,0
20:55:41,2,-3286,0
20:55:41,0,-3342,0
20:55:41,0,-3293,0
20:55:41,-2,-3247,0
20:55:41,-5,-3195,0
20:55:41,-1,-3244,0
20:55:41,2,-3179,0
20:55:41,-2,-3218,0
20:55:41,-3,-3262,0
20:55:41,2,-3158,0
20:55:41,3,-3305,0
20:55:41,13,-3306,0
20:55:41,39,-3235,0
20:55:41,39,-3298,0
20:55:41,-14,-3342,0
20:55:41,-67,-3334,0
20:55:41,-70,-3215,0
20:55:41,-48,-3265,0
20:55:41,-33,-3256,0
20:55:41,-21,-3306,0
20:55:41,-8,-3309,0
20:55:41,0,-3253,0
20:55:41,5,-3329,0
20:55:41,8,-3383,0
20:55:41,9,-3369,0
20:55:41,8,-3375,0
20:55:42,9,-3385,0
20:55:42,12,-3466,0
20:55:42,13,-3302,0
20:55:42,12,-3292,0
20:55:42,12,-3308,0
20:55:42,15,-3321,0
20:55:42,18,-3352,0
20:55:42,16,-3356,0
20:55:42,15,-3393,0
20:55:42,17,-3425,0
20:55:42,19,-3425,0
20:55:42,20,-3429,0
20:55:42,21,-3424,0
20:55:42,23,-3385,0
20:55:42,25,-3376,0
20:55:42,26,-3374,0
20:55:42,28,-3410,0
20:55:42,31,-3362,0
20:55:42,33,-3363,0
20:55:42,33,-3428,0
20:55:42,34,-3403,0
20:55:42,35,-3465,0
20:55:42,33,-3405,0
20:55:42,32,-3380,0
20:55:42,30,-3493,0
20:55:42,23,-3504,0
20:55:42,18,-3696,0
20:55:42,15,-3545,0
20:55:42,6,-3368,0
20:55:42,-1,-3415,0
20:55:42,11,-3435,0
20:55:42,25,-3491,0
20:55:42,21,-3519,0
20:55:42,11,-3427,0
20:55:42,9,-3396,0
20:55:42,8,-3374,0
20:55:42,6,-3420,0
20:55:42,6,-3477,0
20:55:42,4,-3459,0
20:55:42,2,-3461,0
20:55:42,4,-3391,0
20:55:42,4,-3463,0
20:55:42,1,-3490,0
20:55:42,1,-3443,0
20:55:42,1,-3498,0
20:55:42,-2,-3402,0
20:55:42,-1,-3441,0
20:55:42,-2,-3356,0
20:55:42,-3,-3477,0
20:55:42,-2,-3360,0
20:55:42,-3,-3368,0
20:55:42,-5,-3540,0
20:55:42,-3,-3478,0
20:55:42,-4,-3430,0
20:55:42,-14,-3486,0
20:55:42,-19,-3443,0
20:55:42,-10,-3481,0
20:55:42,-6,-3444,0
20:55:42,-6,-3379,0
20:55:42,-1,-3451,0
20:55:42,0,-3422,0
20:55:42,-7,-3460,0
20:55:42,-7,-3500,0
20:55:42,-2,-3627,0
20:55:42,-6,-3853,0
20:55:42,-11,-3786,0
20:55:42,-8,-3823,0
20:55:42,-6,-3817,0
20:55:42,-6,-3868,0
20:55:42,-3,-3818,0
20:55:42,-1,-3898,0
20:55:42,-2,-3857,0
20:55:42,-3,-3759,0
20:55:42,-3,-3797,0
20:55:42,-3,-3816,0
20:55:42,-3,-3774,0
20:55:42,-7,-3838,0
20:55:42,-9,-3977,0
20:55:42,-7,-3989,0
20:55:42,-8,-3848,0
20:55:42,-11,-3827,0
20:55:42,-9,-3882,0
20:55:42,-3,-3886,0
20:55:42,-2,-3892,0
20:55:42,-5,-3930,0
20:55:42,-5,-3911,0
20:55:42,-3,-3998,0
20:55:42,-3,-3937,0
20:55:42,-3,-3908,0
20:55:42,-2,-3962,0
20:55:42,-1,-3894,0
20:55:42,-1,-3978,0
20:55:42,-2,-3940,0
20:55:42,-3,-3921,0
20:55:42,-2,-3955,0
20:55:42,-1,-3888,0
20:55:42,0,-3990,0
20:55:42,0,-3947,0
20:55:42,0,-3923,0
20:55:42,0,-3974,0
20:55:42,-3,-3990,0
20:55:42,-4,-3999,0
20:55:42,-2,-3968,0
20:55:42,-1,-4236,0
20:55:42,-3,-4071,0
20:55:42,-4,-4032,0
20:55:42,-3,-4053,0
20:55:42,4,-4059,0
20:55:42,26,-3989,0
20:55:42,36,-4041,0
20:55:42,-4,-3946,0
20:55:42,-64,-4036,0
20:55:42,-80,-4123,0
20:55:42,-53,-4250,0
20:55:42,-29,-4113,0
20:55:42,-20,-4046,0
20:55:42,-9,-4096,0
20:55:42,-2,-4082,0
20:55:42,1,-4025,0
20:55:42,5,-4141,0
20:55:42,7,-4136,0
20:55:42,5,-4126,0
20:55:42,7,-4016,0
20:55:42,9,-4094,0
20:55:42,8,-4141,0
20:55:43,9,-4033,0
20:55:43,14,-4071,0
20:55:43,17,-4065,0
20:55:43,18,-4174,0
20:55:43,18,-4158,0
20:55:43,14,-4070,0
20:55:43,12,-4105,0
20:55:43,16,-4062,0
20:55:43,21,-4082,0
20:55:43,21,-4102,0
20:55:43,21,-4092,0
20:55:43,23,-4138,0
20:55:43,25,-4129,0
20:55:43,26,-4110,0
20:55:43,28,-4175,0
20:55:43,29,-4233,0
20:55:43,28,-4176,0
20:55:43,21,-4081,0
20:55:43,11,-4071,0
20:55:43,7,-4257,0
20:55:43,11,-4195,0
20:55:43,12,-4153,0
20:55:43,8,-4164,0
20:55:43,5,-4067,0
20:55:43,3,-4145,0
20:55:43,-2,-4089,0
20:55:43,-5,-4168,0
20:55:43,-5,-4102,0
20:55:43,-7,-4125,0
20:55:43,-9,-4240,0
20:55:43,-8,-4153,0
20:55:43,-10,-4119,0
20:55:43,-14,-4097,0
20:55:43,-10,-4105,0
20:55:43,-4,-4219,0
20:55:43,-5,-4231,0
20:55:43,-6,-4141,0
20:55:43,-4,-4110,0
20:55:43,-3,-4135,0
20:55:43,-4,-4145,0
20:55:43,-3,-4123,0
20:55:43,-3,-4128,0
20:55:43,-4,-4146,0
20:55:43,-2,-4175,0
20:55:43,-2,-4135,0
20:55:43,-3,-4083,0
20:55:43,-3,-4127,0
20:55:43,-2,-4153,0
20:55:43,-3,-4226,0
20:55:43,-3,-4206,0
20:55:43,-3,-4047,0
20:55:43,-4,-3815,0
20:55:43,-6,-3790,0
20:55:43,-9,-3851,0
20:55:43,-9,-3855,0
20:55:43,-5,-3853,0
20:55:43,-1,-3820,0
20:55:43,-4,-3756,0
20:55:43,-5,-3688,0
20:55:43,-1,-3783,0
20:55:43,2,-3720,0
20:55:43,-1,-3831,0
20:55:43,-3,-3796,0
20:55:43,-4,-3713,0
20:55:43,-6,-3774,0
20:55:43,-5,-3673,0
20:55:43,-1,-3763,0
20:55:43,1,-3729,0
20:55:43,0,-3795,0
20:55:43,1,-3852,0
20:55:43,2,-3858,0
20:55:43,0,-3903,0
20:55:43,-2,-3818,0
20:55:43,-1,-3813,0
20:55:43,-2,-3820,0
20:55:43,-5,-3806,0
20:55:43,-4,-3857,0
20:55:43,-1,-3745,0
20:55:43,-3,-3846,0
20:55:43,-5,-3824,0
20:55:43,-1,-3871,0
20:55:43,0,-3815,0
20:55:43,-4,-3780,0
20:55:43,-6,-3796,0
20:55:43,-1,-3832,0
20:55:43,2,-3818,0
20:55:43,1,-3800,0
20:55:43,0,-3880,0
20:55:43,0,-3930,0
20:55:43,0,-3885,0
20:55:43,0,-3854,0
20:55:43,0,-3916,0
20:55:43,1,-3866,0
20:55:43,1,-3910,0
20:55:43,1,-3855,0
20:55:43,0,-3844,0
20:55:43,0,-3905,0
20:55:43,1,-3836,0
20:55:43,1,-3860,0
20:55:43,0,-3893,0
20:55:43,1,-3809,0
20:55:43,2,-3953,0
20:55:43,1,-3892,0
20:55:43,-2,-3806,0
20:55:43,-2,-3809,0
20:55:43,-1,-3760,0
20:55:43,1,-3895,0
20:55:43,4,-3693,0
20:55:43,5,-3853,0
20:55:43,2,-3908,0
20:55:43,13,-3895,0
20:55:43,38,-3927,0
20:55:43,31,-3921,0
20:55:43,-26,-3936,0
20:55:43,-75,-3938,0
20:55:43,-71,-3766,0
20:55:43,-41,-3802,0
20:55:43,-24,-3800,0
20:55:43,-15,-3795,0
20:55:43,-4,-3831,0
20:55:43,3,-3790,0
20:55:43,4,-3835,0
20:55:43,6,-3917,0
20:55:43,8,-3929,0
20:55:43,9,-3871,0
20:55:44,10,-3920,0
20:55:44,11,-3856,0
20:55:44,10,-3834,0
20:55:44,10,-3873,0
20:55:44,15,-3873,0
20:55:44,27,-3805,0
20:55:44,37,-3971,0
20:55:44,36,-4039,0
20:55:44,29,-3875,0
20:55:44,25,-3878,0
20:55:44,25,-3796,0
20:55:44,29,-3857,0
20:55:44,32,-3806,0
20:55:44,31,-3808,0
20:55:44,31,-3814,0
20:55:44,33,-3842,0
20:55:44,33,-3831,0
20:55:44,32,-3777,0
20:55:44,37,-3813,0
20:55:44,41,-3826,0
20:55:44,38,-3769,0
20:55:44,37,-3816,0
20:55:44,38,-3739,0
20:55:44,32,-3726,0
20:55:44,22,-3723,0
20:55:44,19,-3764,0
20:55:44,16,-3776,0
20:55:44,9,-3808,0
20:55:44,7,-3846,0
20:55:44,8,-3758,0
20:55:44,5,-3750,0
20:55:44,-2,-3801,0
20:55:44,-2,-3765,0
20:55:44,-1,-3672,0
20:55:44,-5,-3640,0
20:55:44,-9,-3735,0
20:55:44,-7,-3801,0
20:55:44,-6,-3725,0
20:55:44,-6,-3940,0
20:55:44,-3,-4035,0
20:55:44,0,-3940,0
20:55:44,-6,-3956,0
20:55:44,-11,-3973,0
20:55:44,-10,-4056,0
20:55:44,-8,-4039,0
20:55:44,-7,-3973,0
20:55:44,-6,-3953,0
20:55:44,-6,-3873,0
20:55:44,-6,-3943,0
20:55:44,-5,-3986,0
20:55:44,-5,-3979,0
20:55:44,-6,-3946,0
20:55:44,-5,-3927,0
20:55:44,-6,-3950,0
20:55:44,-7,-3902,0
20:55:44,-6,-3838,0
20:55:44,-5,-3870,0
20:55:44,-6,-3897,0
20:55:44,-5,-3981,0
20:55:44,-3,-3881,0
20:55:44,-7,-3851,0
20:55:44,-7,-3918,0
20:55:44,-3,-3938,0
20:55:44,-2,-3913,0
20:55:44,-6,-3856,0
20:55:44,-5,-3965,0
20:55:44,-3,-3988,0
20:55:44,-6,-3886,0
20:55:44,-4,-3865,0
20:55:44,0,-3879,0
20:55:44,0,-3914,0
20:55:44,-1,-3939,0
20:55:44,0,-3894,0
20:55:44,-2,-3921,0
20:55:44,-3,-3999,0
20:55:44,-1,-3942,0
20:55:44,-5,-3921,0
20:55:44,-10,-3907,0
20:55:44,-7,-3948,0
20:55:44,-5,-3961,0
20:55:44,-6,-3970,0
20:55:44,-5,-4005,0
20:55:44,-4,-3985,0
20:55:44,-4,-4088,0
20:55:44,-2,-4005,0
20:55:44,-2,-3942,0
20:55:44,-6,-4052,0
20:55:44,-7,-3998,0
20:55:44,-1,-4017,0
20:55:44,1,-4048,0
20:55:44,-2,-4042,0
20:55:44,-1,-4002,0
20:55:44,-1,-3980,0
20:55:44,-3,-4054,0
20:55:44,-3,-3993,0
20:55:44,-2,-4003,0
20:55:44,-2,-4067,0
20:55:44,-2,-3956,0
20:55:44,-3,-4018,0
20:55:44,-2,-4038,0
20:55:44,1,-3943,0
20:55:44,1,-4008,0
20:55:44,-2,-4026,0
20:55:44,-1,-4111,0
20:55:44,-1,-4106,0
20:55:44,-3,-4021,0
20:55:44,-2,-4049,0
20:55:44,-2,-4073,0
20:55:44,-7,-4103,0
20:55:44,-2,-4112,0
20:55:44,4,-4015,0
20:55:44,1,-4149,0
20:55:44,13,-4127,0
20:55:44,41,-4071,0
20:55:44,29,-4053,0
20:55:44,-31,-4095,0
20:55:44,-73,-4043,0
20:55:44,-72,-4148,0
20:55:44,-64,-4143,0
20:55:44,-55,-4048,0
20:55:44,-35,-4042,0
20:55:44,-21,-4114,0
20:55:44,-16,-4183,0
20:55:44,-6,-4239,0
20:55:44,0,-4184,0
20:55:45,-1,-4083,0
20:55:45,2,-4206,0
20:55:45,6,-4136,0
20:55:45,6,-4181,0
20:55:45,6,-4145,0
20:55:45,9,-4169,0
20:55:45,8,-4160,0
20:55:45,9,-4153,0
20:55:45,11,-4241,0
20:55:45,11,-4342,0
20:55:45,12,-4253,0
20:55:45,13,-4225,0
20:55:45,9,-4237,0
20:55:45,11,-4218,0
20:55:45,20,-4223,0
20:55:45,23,-4218,0
20:55:45,21,-4219,0
20:55:45,23,-4275,0
20:55:45,26,-4343,0
20:55:45,26,-4256,0
20:55:45,28,-4236,0
20:55:45,29,-4270,0
20:55:45,28,-4211,0
20:55:45,29,-4254,0
20:55:45,29,-4254,0
20:55:45,22,-4195,0
20:55:45,17,-3990,0
20:55:45,17,-3986,0
20:55:45,14,-4055,0
20:55:45,8,-4071,0
20:55:45,6,-3974,0
20:55:45,4,-4000,0
20:55:45,0,-4012,0
20:55:45,-2,-4046,0
20:55:45,-3,-3993,0
20:55:45,-4,-4020,0
20:55:45,-3,-4122,0
20:55:45,-5,-3958,0
20:55:45,-8,-4035,0
20:55:45,-5,-4034,0
20:55:45,-1,-4025,0
20:55:45,-1,-4010,0
20:55:45,-3,-3915,0
20:55:45,-1,-3974,0
20:55:45,-2,-3943,0
20:55:45,-4,-3913,0
20:55:45,-4,-3998,0
20:55:45,-1,-3989,0
20:55:45,1,-4031,0
20:55:45,-1,-4060,0
20:55:45,-3,-4124,0
20:55:45,-2,-4058,0
20:55:45,-2,-4006,0
20:55:45,-4,-4009,0
20:55:45,-4,-3986,0
20:55:45,-2,-4018,0
20:55:45,-7,-3999,0
20:55:45,-11,-4000,0
20:55:45,-6,-3991,0
20:55:45,0,-3936,0
20:55:45,0,-3981,0
20:55:45,0,-4168,0
20:55:45,-4,-4165,0
20:55:45,-9,-4110,0
20:55:45,-8,-3944,0
20:55:45,-1,-3967,0
20:55:45,-4,-4056,0
20:55:45,-10,-3933,0
20:55:45,-8,-4008,0
20:55:45,-5,-3965,0
20:55:45,-6,-3990,0
20:55:45,-4,-3990,0
20:55:45,0,-3994,0
20:55:45,0,-4063,0
20:55:45,-1,-4088,0
20:55:45,-2,-4090,0
20:55:45,-2,-4010,0
20:55:45,-1,-3964,0
20:55:45,0,-4025,0
20:55:45,-1,-4065,0
20:55:45,-4,-4165,0
20:55:45,-4,-3975,0
20:55:45,-4,-3950,0
20:55:45,-6,-4016,0
20:55:45,-5,-4013,0
20:55:45,-3,-4121,0
20:55:45,-3,-4025,0
20:55:45,-3,-4047,0
20:55:45,-5,-4086,0
20:55:45,-6,-4023,0
20:55:45,-4,-4011,0
20:55:45,0,-4061,0
20:55:45,0,-4016,0
20:55:45,-1,-4126,0
20:55:45,-2,-4016,0
20:55:45,-3,-3976,0
20:55:45,-3,-4047,0
20:55:45,-2,-3980,0
20:55:45,-1,-4066,0
20:55:45,-2,-4004,0
20:55:45,-3,-3975,0
20:55:45,-2,-4050,0
20:55:45,0,-3995,0
20:55:45,0,-4065,0
20:55:45,3,-4138,0
20:55:45,14,-4231,0
20:55:45,24,-4123,0
20:55:45,19,-4113,0
20:55:45,9,-4199,0
20:55:45,8,-4116,0
20:55:45,8,-4130,0
20:55:45,4,-4085,0
20:55:45,4,-4043,0
20:55:45,7,-4130,0
20:55:45,8,-4072,0
20:55:45,24,-4078,0
20:55:45,42,-4181,0
20:55:45,15,-4128,0
20:55:45,-47,-4132,0
20:55:45,-75,-4112,0
20:55:45,-51,-4066,0
20:55:45,-24,-4068,0
20:55:45,-16,-4108,0
20:55:45,-7,-4121,0
20:55:45,3,-4040,0
20:55:46,5,-4092,0
20:55:46,5,-4196,0
20:55:46,8,-4108,0
20:55:46,8,-4143,0
20:55:46,4,-4180,0
20:55:46,5,-4166,0
20:55:46,10,-4233,0
20:55:46,13,-4143,0
20:55:46,11,-4166,0
20:55:46,10,-4149,0
20:55:46,13,-4218,0
20:55:46,14,-4286,0
20:55:46,12,-4244,0
20:55:46,14,-4507,0
20:55:46,16,-4492,0
20:55:46,10,-4468,0
20:55:46,4,-4501,0
20:55:46,12,-4466,0
20:55:46,25,-4533,0
20:55:46,29,-4510,0
20:55:46,27,-4486,0
20:55:46,26,-4463,0
20:55:46,27,-4430,0
20:55:46,29,-4493,0
20:55:46,30,-4476,0
20:55:46,29,-4503,0
20:55:46,29,-4453,0
20:55:46,28,-4474,0
20:55:46,21,-4554,0
20:55:46,13,-4497,0
20:55:46,13,-4483,0
20:55:46,14,-4470,0
20:55:46,10,-4470,0
20:55:46,4,-4508,0
20:55:46,-3,-4428,0
20:55:46,-6,-4425,0
20:55:46,-3,-4391,0
20:55:46,-1,-4446,0
20:55:46,-6,-4587,0
20:55:46,-8,-4660,0
20:55:46,-5,-4541,0
20:55:46,-7,-4470,0
20:55:46,-9,-4491,0
20:55:46,-5,-4588,0
20:55:46,-3,-4520,0
20:55:46,-5,-4542,0
20:55:46,-4,-4531,0
20:55:46,-7,-4504,0
20:55:46,-12,-4609,0
20:55:46,-7,-4686,0
20:55:46,2,-4633,0
20:55:46,0,-4580,0
20:55:46,-5,-4503,0
20:55:46,-3,-4451,0
20:55:46,-3,-4421,0
20:55:46,-5,-4473,0
20:55:46,-3,-4458,0
20:55:46,-3,-4470,0
20:55:46,-10,-4543,0
20:55:46,-12,-4529,0
20:55:46,-9,-4581,0
20:55:46,-7,-4525,0
20:55:46,-5,-4436,0
20:55:46,-5,-4488,0
20:55:46,-7,-4496,0
20:55:46,-6,-4503,0
20:55:46,-6,-4468,0
20:55:46,-13,-4428,0
20:55:46,-14,-4548,0
20:55:46,-5,-4506,0
20:55:46,-2,-4455,0
20:55:46,-7,-4505,0
20:55:46,-6,-4466,0
20:55:46,-1,-4513,0
20:55:46,0,-4444,0
20:55:46,1,-4400,0
20:55:46,1,-4419,0
20:55:46,-3,-4390,0
20:55:46,-3,-4440,0
20:55:46,0,-4465,0
20:55:46,-5,-4436,0
20:55:46,-11,-4506,0
20:55:46,-9,-4410,0
20:55:46,-4,-4379,0
20:55:46,-4,-4355,0
20:55:46,-5,-4407,0
20:55:46,-4,-4428,0
20:55:46,-2,-4443,0
20:55:46,-2,-4506,0
20:55:46,-4,-4408,0
20:55:46,-2,-4557,0
20:55:46,-2,-4591,0
20:55:46,-14,-4420,0
20:55:46,-29,-4500,0
20:55:46,-26,-4458,0
20:55:46,-17,-4451,0
20:55:46,-16,-4479,0
20:55:46,-15,-4610,0
20:55:46,-11,-4507,0
20:55:46,-11,-4379,0
20:55:46,-11,-4430,0
20:55:46,-8,-4423,0
20:55:46,-8,-4411,0
20:55:46,-8,-4445,0
20:55:46,-5,-4413,0
20:55:46,-4,-4391,0
20:55:46,-6,-4375,0
20:55:46,-4,-4401,0
20:55:46,-3,-4438,0
20:55:46,-6,-4410,0
20:55:46,-4,-4385,0
20:55:46,-2,-4438,0
20:55:46,-3,-4366,0
20:55:46,-3,-4445,0
20:55:46,-1,-4415,0
20:55:46,1,-4387,0
20:55:46,4,-4524,0
20:55:46,4,-4533,0
20:55:46,-4,-4393,0
20:55:46,-6,-4349,0
20:55:46,3,-4377,0
20:55:46,3,-4443,0
20:55:46,-1,-4421,0
20:55:46,3,-4457,0
20:55:46,5,-4413,0
20:55:47,9,-4207,0
20:55:47,31,-4083,0
20:55:47,36,-4126,0
20:55:47,-14,-4138,0
20:55:47,-70,-4135,0
20:55:47,-73,-4064,0
20:55:47,-48,-4066,0
20:55:47,-34,-4081,0
20:55:47,-20,-4121,0
20:55:47,-3,-4057,0
20:55:47,5,-4054,0
20:55:47,6,-4125,0
20:55:47,8,-4136,0
20:55:47,9,-4086,0
20:55:47,9,-4103,0
20:55:47,10,-4134,0
20:55:47,12,-4123,0
20:55:47,13,-4256,0
20:55:47,12,-4248,0
20:55:47,10,-4147,0
20:55:47,11,-4152,0
20:55:47,17,-4176,0
20:55:47,18,-4118,0
20:55:47,17,-4130,0
20:55:47,18,-4105,0
20:55:47,21,-4096,0
20:55:47,21,-4104,0
20:55:47,23,-4068,0
20:55:47,25,-4120,0
20:55:47,27,-4114,0
20:55:47,26,-4158,0
20:55:47,24,-4164,0
20:55:47,26,-4201,0
20:55:47,35,-4161,0
20:55:47,39,-4183,0
20:55:47,35,-4186,0
20:55:47,34,-4146,0
20:55:47,37,-4082,0
20:55:47,36,-4135,0
20:55:47,31,-4128,0
20:55:47,27,-4120,0
20:55:47,22,-4128,0
20:55:47,16,-4206,0
20:55:47,11,-4270,0
20:55:47,5,-4138,0
20:55:47,-3,-4141,0
20:55:47,-3,-4120,0
20:55:47,1,-4012,0
20:55:47,-1,-4070,0
20:55:47,-4,-4148,0
20:55:47,-3,-4077,0
20:55:47,-2,-4090,0
20:55:47,-3,-4101,0
20:55:47,-2,-4180,0
20:55:47,-2,-4050,0
20:55:47,-2,-4064,0
20:55:47,-1,-4219,0
