I,Q
0.70725,0.663166
0.80343,0.631307
-0.710701,0.707244
-0.558233,0.697865
0.541068,0.808446
-0.842614,0.732277
0.806257,-0.600408
0.893666,-0.755438
-0.576415,0.72482
-0.611167,-0.489015
-0.864813,-0.710162
-0.615355,0.850665
-0.581307,-0.800018
0.772266,-0.734875
0.653669,-0.746854
0.923767,0.643664
-0.795486,0.731087
0.776067,-0.594378
-0.559539,-0.789313
0.745845,0.765104
0.732603,-0.678235
0.954653,0.472035
-0.633011,-0.856627
-0.581225,-0.708542
-0.584455,-0.5269
0.663946,-0.570246
-0.582029,0.692349
-0.707902,0.832883
-0.786385,0.803806
0.619901,0.636242
-0.883601,0.644162
-0.737857,0.631019
0.592265,-0.718494
0.846864,-0.706601
-0.564661,-0.722289
-0.585429,0.856723
0.902725,0.690512
-0.608771,0.563861
-0.528471,0.720329
0.825831,-0.503445
-0.643534,0.733211
-0.654293,0.73095
0.71473,-0.640527
0.755431,-0.661935
-0.789262,-0.779955
0.663696,0.713537
0.848632,-0.939582
-0.86342,0.679743
0.638152,-0.62329
0.727636,0.679548
-0.625922,-0.483019
0.712079,0.925412
0.59919,0.61394
-0.906216,-0.731542
0.748929,0.754813
-0.819304,-0.608869
0.625683,0.518827
0.647304,0.693972
-0.664711,-0.790169
-0.624061,-0.499577
0.859708,-0.649214
-0.671353,0.663393
-0.57394,-0.685733
-0.641766,0.565642
0.892628,0.600668
0.662078,0.667577
-0.523713,-0.700745
0.599621,-0.831422
-0.683157,0.686893
-0.510311,-0.820962
0.767551,0.619656
-0.792421,0.748173
0.774908,0.719116
-0.480145,-0.797896
0.714831,-0.703931
-0.60673,0.754313
-0.336989,0.805816
-0.70519,-0.595318
-0.451488,-0.794925
-0.780248,-0.787903
0.925593,0.544217
0.970077,-0.414234
0.627778,-0.674636
0.663193,-0.710905
-0.61285,-0.744138
0.752387,-0.77882
0.581605,-0.724558
0.760094,0.691661
0.767211,0.747398
-0.628185,0.754875
0.743163,0.812345
-0.811319,0.590131
-0.846827,0.673833
-0.711397,-0.639224
-0.621547,0.869407
-0.690697,0.719175
-0.657675,0.733011
-0.682128,-0.642928
0.734979,0.682333
0.491002,0.886104
-0.731036,-0.760334
-0.710299,0.773269
0.893242,-0.499669
-0.831734,-0.659621
-0.369767,0.760495
-0.592145,-0.565688
0.880885,-0.801133
-0.646253,-0.826817
-0.680756,0.661824
0.745634,0.637623
0.691923,0.684186
0.836772,0.789506
0.652726,0.591887
0.664344,-0.619217
-0.790905,-0.751875
-0.785016,0.59171
0.680156,-0.593196
0.794831,0.688635
0.782525,-0.668682
0.446543,-0.673105
-0.636337,0.808108
0.831844,-0.875831
0.70126,0.898871
0.793701,-0.494631
-0.454232,0.779724
0.706609,0.96682
-0.592403,0.830891
0.636368,0.667552
-0.725041,-0.765922
-0.759914,-0.958478
0.583708,-0.689591
0.746592,-0.747903
0.855192,0.575095
-0.690552,-0.829364
-0.681052,0.491998
-0.666626,0.731887
-0.786828,-0.746246
0.771342,0.723746
-0.781384,-0.872604
-0.726436,0.860992
-0.612957,-0.751806
-0.604981,0.726797
-0.692729,-0.581644
0.725127,-0.760206
0.608052,0.748377
0.633135,0.62198
0.750922,-0.684911
-0.545499,-0.831371
0.775661,0.617611
0.697577,0.534489
-0.765399,0.581251
-0.62338,0.849748
0.654188,-0.708202
0.600651,0.559942
0.698232,0.820735
0.729601,-0.955258
0.719105,0.589505
-0.733258,-0.80417
0.555584,0.590571
0.863129,-0.600328
0.643913,-0.789528
0.816677,-0.735868
0.644586,0.677277
-0.728682,-0.632362
0.669889,-0.790575
-0.687737,-0.916578
-0.750192,-0.664436
-0.679104,-0.728904
-0.7304,-0.756486
-0.755749,0.773955
0.669579,-0.692334
0.893657,0.810518
-0.682154,-0.816279
-0.661442,-0.80947
0.693047,-0.664649
-0.76681,0.881388
0.653012,-0.737672
-0.682543,-0.735811
-0.764426,-0.802856
0.624926,-0.677761
-0.725503,0.706947
-0.649862,0.758277
-0.703111,0.531463
0.546094,0.605814
0.790051,-0.750883
-0.579056,0.85773
-0.616967,0.670037
0.696687,0.754845
-0.691197,-0.688818
0.648216,0.747253
0.64918,0.81799
-0.662679,0.833045
0.687667,0.730458
0.51906,0.651574
-0.785648,-0.666118
-0.739338,0.834589
-0.659996,-0.632362
-0.764258,0.764118
0.561239,0.820694
-0.808594,0.780041
-0.681972,0.734399
-0.746988,0.738019
0.611441,0.557854
0.806432,-0.712586
0.886979,0.5872
0.84089,-0.619255
-0.846067,-0.694752
-0.497447,-0.559247
-0.626986,0.771417
-0.615335,-0.844564
0.749328,0.638391
0.745206,-0.709325
0.684002,-0.733364
-0.588369,0.593766
0.680571,-0.731333
0.617057,-0.676154
-0.821736,0.664194
0.626603,-0.760536
0.624948,0.747102
-0.845903,0.722525
-0.608082,-0.437863
0.762852,0.605586
0.775752,-0.746853
-0.720237,0.818273
0.801257,-0.79942
-0.660638,-0.781151
0.544136,0.69117
0.64171,-0.678836
0.664974,-0.707692
-0.774491,0.651595
0.721906,0.832867
-0.374517,0.759895
0.610669,-0.534956
-0.623336,-0.627924
0.794591,-0.71768
-0.578237,0.683143
0.759811,-0.638986
-0.593475,0.630665
0.688051,0.840995
0.688281,0.78423
0.865274,-0.743463
0.752445,0.557671
-0.801126,-0.714492
-0.899382,0.711567
-0.543458,0.724696
0.751107,-0.492093
-0.715387,0.77168
-0.573526,0.615703
0.651495,-0.723491
-0.6152,-0.69791
-0.592845,0.762905
-0.669709,-0.488284
-0.469481,-0.700192
0.578864,-0.903633
-0.582977,-0.821344
-0.733842,-0.687886
-0.742387,-0.651884
-0.698859,-0.730793
0.743197,-0.796434
0.583638,-0.768387
0.735489,-0.576814
0.567749,-0.67937
0.885054,0.791462
0.690147,0.75975
-0.776473,0.601236
-0.510445,-0.828685
-0.668561,-0.788488
0.76814,0.495958
-0.673203,-0.804133
-0.839317,-0.587977
-0.670774,0.50934
0.968918,0.771888
0.589538,0.708811
-0.741121,0.751897
-0.426913,0.734442
0.912333,-0.543709
0.657934,0.660271
-0.663475,-0.749476
-0.670159,0.685564
-0.595532,0.718719
0.756572,-0.880389
0.844765,0.793175
0.647628,-0.645169
-0.676052,0.552328
-0.811161,-0.740405
-0.525487,-0.926105
0.579339,-0.785184
-0.648012,-0.809348
-0.468724,0.907339
-0.837692,0.683163
-0.521952,-0.794826
-0.719166,-0.573726
-0.604571,0.810342
-0.778123,-0.701095
-0.56959,-0.792026
0.616646,0.69551
0.718694,-0.583397
-0.716236,-0.748527
-0.868276,-0.726772
-0.746677,0.669324
-0.781281,0.81602
-0.502305,0.768659
-0.688452,-0.78172
0.778583,-0.773911
-0.806759,-0.507216
-0.635042,-0.753874
-0.695804,-0.724251
0.702163,-0.784181
-0.58628,-0.827619
-0.731562,0.565647
0.851141,0.827887
-0.762588,-0.752598
-0.618539,-0.835185
0.741805,0.853725
-0.685532,-0.727707
-0.900936,-0.331221
-0.801453,-0.666584
