I,Q
-0.66279,-0.928086
0.915578,0.713962
1.063289,0.717561
0.478605,-0.760081
0.665376,-0.205323
-0.664081,0.302074
-0.681601,0.861117
0.803575,0.986509
0.462738,0.940802
-0.349647,1.066616
-0.750732,0.973354
-0.861273,-0.54465
-0.757008,-0.992055
-1.094291,0.892593
-0.597532,-0.61413
-0.673884,0.445735
-0.513076,-0.450708
-0.583397,-0.765552
0.956426,-0.600845
0.215252,-0.529727
0.86913,0.843988
-0.997455,-0.175909
0.661479,0.916233
-0.834822,-0.845923
1.067804,-0.576341
-0.862751,-0.521021
0.605442,-0.857806
-0.809589,0.556374
0.751074,0.838541
-0.352261,0.761997
-0.789769,-0.811571
0.626055,-0.657705
-0.402803,0.452365
-0.79,0.20923
-1.048895,-0.587666
-0.424536,-0.844234
-0.272179,0.759207
-0.79806,0.521603
-1.018562,-0.673806
0.418181,-0.398776
0.818977,-0.531138
-0.371499,0.280174
-0.587401,-1.020455
0.508982,-0.663769
0.913904,1.037308
-0.78873,-0.530043
-1.081589,-0.671118
-0.902655,0.815747
-0.719224,0.655561
0.808003,0.495546
-0.607235,0.291129
0.881606,-0.97586
-0.496125,0.903712
1.03204,-0.556711
-1.022892,-0.517585
1.087902,-0.397369
0.617043,0.607626
-0.719616,0.461367
-0.385996,-0.599975
-0.489441,0.795477
0.725711,0.738955
-0.7802,-0.407176
-1.009255,-0.608627
0.621787,-0.380179
0.308792,0.993804
-0.775584,0.391802
-0.681059,-0.314075
0.946371,-1.038771
0.829735,-0.689774
-0.876854,0.476153
1.251564,0.715007
-0.778772,-0.524028
-0.33178,0.79079
0.409264,0.741812
0.511926,-0.474782
-0.74644,-0.407705
0.864565,-0.691425
0.492572,0.581386
-0.317312,-0.711629
0.975588,-1.068444
0.33997,0.786219
-0.878333,0.749117
0.462015,0.872908
-0.806857,1.060756
0.252961,-0.773597
0.904636,-0.809644
-0.533731,0.777346
-0.559218,-1.021247
-0.502765,-0.180774
0.437495,0.721747
0.49193,-0.806886
-0.588192,0.307906
-0.968274,-0.547704
-1.203956,0.965528
-1.108315,0.923954
0.722051,-0.456729
0.609737,0.393849
0.422993,0.506394
0.482474,-0.902117
-0.589694,1.107849
-0.594856,-0.873141
-0.672163,0.462983
0.877474,-0.498464
0.828303,-1.085735
0.991938,1.152073
0.958011,0.62564
1.266178,0.292747
-0.075792,-0.58852
0.56659,0.195272
-0.699704,-0.707633
-1.136688,0.762232
-0.937876,0.347164
0.310592,-0.777741
-0.364104,0.364137
-0.959632,-0.642718
-0.715601,-0.702058
0.409265,0.383205
0.604679,0.896106
0.778705,0.960384
-1.020562,-0.483323
-0.949326,0.657272
0.896534,0.708211
0.563068,0.394459
-0.537162,0.468607
-0.911696,0.475094
-0.744506,0.996858
-0.758573,0.411229
1.084926,0.843361
-0.853271,0.460596
-0.356002,0.705003
-0.482984,0.355159
-0.66341,-0.514874
0.661008,0.508807
0.678531,0.856104
-0.355356,-0.491639
0.50152,0.96824
-0.378308,1.135334
0.349894,-0.606531
-1.110707,0.630528
0.400998,0.498566
-0.473433,0.719549
-0.669394,0.71099
-0.96381,0.600877
-0.618644,-0.614916
0.536979,-0.991661
-0.848008,-0.957341
0.547666,0.720051
-0.828491,-0.596705
-0.527333,-0.583357
0.719178,-0.816225
0.688457,-0.751625
-0.93442,-0.334192
-0.841404,0.591551
0.753395,-0.516946
0.764459,0.658164
0.487174,-0.891474
0.479076,-0.820204
0.220922,0.71663
0.590701,-0.455973
0.749338,-0.850783
-0.553061,-1.113868
0.853902,-0.651775
-0.567045,-0.892419
-0.854267,-0.438184
-0.951891,-0.607167
-0.924378,0.875871
-0.572646,-1.006314
-0.783225,-0.740787
-0.884815,-0.544298
-0.455093,0.200277
-0.788835,-1.065829
-0.426222,1.05956
0.622523,-0.779956
-1.214987,-0.521599
-0.407803,0.572114
0.842522,0.982844
0.853564,-0.483104
-0.648223,-0.844644
0.778999,-0.190277
0.867346,0.628289
-0.648464,0.640787
0.342613,-0.958245
-0.595994,-1.050501
-0.610797,0.672065
0.575638,0.499305
0.701356,-0.285618
-0.66424,0.321725
-0.543651,0.957188
-1.053541,-0.838588
-0.417552,-0.595341
0.429939,-1.085587
-0.327375,-0.758605
-0.883892,1.002456
0.69827,0.566899
-0.770387,0.675022
0.492725,0.705176
-0.711959,-0.397792
-0.578228,0.556841
0.76686,0.586385
0.595964,-0.544467
-0.205131,-0.742401
-0.244075,0.770485
-1.007136,-0.741579
0.795252,-0.324355
0.887731,-0.402043
0.939075,0.361881
-0.596374,0.663408
0.547809,0.654799
1.006696,-0.859673
-0.755275,-0.379351
0.517161,0.96337
0.710787,0.826289
-0.356013,0.748182
0.718143,-0.783309
0.77343,0.702066
0.667038,-0.822178
-0.85813,-1.081929
-0.553265,0.784364
0.6742,0.755239
-0.613802,-0.287808
0.357396,1.16072
-0.601722,0.83016
-0.909567,0.767063
0.896916,-0.813506
-0.874626,0.788489
-0.729018,-1.201118
0.812683,0.928814
0.94776,0.731675
0.839408,0.987184
1.129102,0.637267
-0.802105,0.933975
0.583374,-0.393619
0.729825,0.903976
-0.615156,0.651564
-0.848195,-1.191834
-0.521359,0.527177
-0.896389,-0.541578
0.66902,-0.788717
-0.710816,0.530385
0.484853,-0.604691
-0.799503,-0.671704
0.845605,0.418887
-0.013718,-1.261986
-0.800767,1.030546
-0.84462,-0.739777
-0.518862,-0.867739
-0.446247,-0.840947
0.426684,-0.557596
-0.764443,0.996322
0.684959,-1.207163
-0.777341,0.477188
1.241441,1.010657
-0.562172,-1.05261
0.635073,-0.69992
-0.442523,0.936382
-0.739462,-0.848395
0.308186,-0.618359
0.604972,0.789974
0.57634,1.038422
-0.710859,0.446101
0.616647,0.541576
0.479381,0.482322
0.659294,0.886205
0.803938,0.375549
-0.296751,0.810085
-0.674933,0.863777
-0.739935,0.53464
-0.750653,0.693163
-0.985826,-1.058814
-0.899729,-1.2384
0.688345,-0.569996
0.720065,0.482968
-0.651199,0.910378
0.934373,-0.546579
0.96759,0.409037
-0.717777,-0.901205
0.692977,0.536293
0.650229,0.774156
0.686774,-0.417858
-0.804869,0.456975
-0.561637,0.65972
0.889189,0.584789
0.425049,0.495974
0.88886,-0.834601
-0.887573,0.655944
-0.991514,-0.75788
-1.055131,0.839932
-0.6058,0.725298
0.683411,-0.811698
0.670794,0.512716
-0.518592,-0.788572
-0.936606,-0.993991
0.698425,0.588041
0.922604,-0.998939
0.588286,0.806599
-0.982475,0.640548
0.812277,0.562297
-0.459644,0.803676
-0.68142,-0.635928
0.619451,-0.475191
-0.767246,-0.785093
-0.451587,0.79183
0.884626,-0.653027
0.570631,0.402186
-0.706023,0.637441
-1.001736,-0.854692
1.09785,-0.66414
-0.400093,0.72407
0.670591,0.73244
-0.824439,0.396212
0.65806,0.678544
-0.571672,0.860624
0.786982,-0.550186
-0.689529,-0.521131
0.774374,0.532611
-0.589884,-0.655539
0.467986,-0.663155
-0.758372,-1.113221
0.631001,-0.659201
-0.669813,0.805145
-0.806772,1.035002
-0.725787,-0.858092
-0.792657,0.383041
-0.710636,1.037492
0.921103,0.633556
-0.457617,-0.590091
0.689578,0.351107
-0.679662,0.618872
0.74215,-0.602662
-0.427839,-0.471686
0.720177,0.630551
0.980611,-0.284511
-0.692958,-0.727345
0.860355,-0.629797
0.7301,0.927669
-0.777601,-0.309315
-0.727197,-0.665133
0.927412,0.927178
-0.629561,-0.63771
0.382698,0.642706
-0.425975,0.943437
-1.138962,0.96207
0.958306,-0.582095
1.191999,0.550167
0.931364,-1.022983
0.72878,0.867329
-0.184648,-0.621131
0.613905,-0.63178
-0.815228,0.574413
0.783482,-1.143317
0.872218,0.972489
-1.073549,-0.358174
-0.486153,0.647801
0.863155,-0.577057
0.726599,0.771799
-0.628445,-0.653374
-0.750756,0.39537
0.963894,-0.785064
